axis,direction_id,to_index,from_index,to_domain,from_domain,step_kind,swap_fraction,swap_pp,simplex_feasible,training_hull_supported,slope_quality,slope_residual,observed_joint_row,delta_loss,delta_quality,delta_residual,min_convex_weight,status
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.005,0.5,True,True,-0.014389784970260111,1.416123855314102,False,0.0070086703517193705,-7.194892485134801e-05,0.007080619276570548,0.0015696006329836863,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.01,1.0,True,True,-0.014389784970260111,1.416123855314102,False,0.014017340703438297,-0.0001438978497024549,0.014161238553140935,0.0011860762659673724,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.02,2.0,True,True,-0.014389784970260111,1.416123855314102,False,0.028034681406877038,-0.0002877956994051911,0.02832247710628201,0.0004190275319347449,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.05,5.0,False,False,-0.014389784970260111,1.416123855314102,False,,,,,UNSUPPORTED_AT_REQUESTED_STEP
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fraction_of_safe_limit_0.25,0.00630205638901997,0.630205638901997,True,True,-0.014389784970260111,1.416123855314102,False,0.008833807153717288,-9.068523630836398e-05,0.008924492390025771,0.0014697265625,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fraction_of_safe_limit_0.5,0.01260411277803994,1.260411277803994,True,True,-0.014389784970260111,1.416123855314102,False,0.017667614307434576,-0.0001813704726169691,0.017848984780051688,0.000986328125,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_05,0,5,arxiv,dm_mathematics,fraction_of_safe_limit_1.0,0.02520822555607988,2.520822555607988,True,True,-0.014389784970260111,1.416123855314102,False,0.035335228614869596,-0.0003627409452336971,0.03569796956010324,1.9531250000000017e-05,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.001,0.1,True,True,0.06793951135415197,1.4046589430197012,False,0.0014725984543737525,6.793951135416462e-05,0.0014046589430197016,0.0018764201265967372,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.005,0.5,True,True,0.06793951135415197,1.4046589430197012,False,0.0073629922718692065,0.0003396975567707829,0.007023294715098509,0.0015696006329836863,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_05,0,5,arxiv,dm_mathematics,fixed,0.01,1.0,True,True,0.06793951135415197,1.4046589430197012,False,0.014725984543738857,0.0006793951135415658,0.014046589430197005,0.0011860762659673724,SUPPORTED_CONDITIONAL_SCENARIO
